id_1,aperture_sum_1,annulus_median_1,aper_bkg_1,aper_err_1,aper_bkg_err_1,signal_1,noise_1,ra_1,dec_1,e_H,Hmag,id_2,aperture_sum_2,annulus_median_2,aper_bkg_2,aper_err_2,aper_bkg_err_2,signal_2,noise_2,ra_2,dec_2,e_j,Jmag,Separation_1,id,aperture_sum,annulus_median,aper_bkg,aper_err,aper_bkg_err,signal,noise,ra,dec,e_K,Kmag,Separation
630,55960.0,77.95,8816.0,236.6,98.52,47150.0,256.3,36.71825801704888,61.88712832857336,0.005435,15.51,224,23590.0,20.89,3216.0,153.6,64.77,20380.0,166.7,36.718428155963146,61.88713437976044,0.008181,16.3,0.2894371181271824,468,15110.0,-12.15,-1374.0,122.9,69.81,16480.0,141.4,36.71828424414446,61.88710638624483,0.008576,15.2,0.09065981512937202
632,139500.0,84.07,9508.0,373.5,100.1,130000.0,386.6,36.71807349220275,61.873952252883754,0.002975,14.41,227,28940.0,21.7,3341.0,170.1,61.05,25600.0,180.7,36.7182481941877,61.87395804244889,0.00706,16.05,0.2972160132998464,469,95980.0,-5.774,-653.0,309.8,82.39,96630.0,320.6,36.71816824335524,61.873913203278455,0.003317,13.28,0.2135867367105129
633,20170.0,74.32,8406.0,142.0,119.9,11760.0,185.9,36.718006114098365,61.87911913476215,0.0158,17.01,226,5303.0,18.18,2798.0,72.82,78.97,2505.0,107.4,36.71820244800073,61.879128808249234,0.04288,18.57,0.3349545503025591,470,4821.0,-14.4,-1628.0,69.43,71.71,6449.0,99.82,36.718064329568996,61.879087173494824,0.01548,16.22,0.1516457504542548
634,67200.0,80.1,9059.0,259.2,122.0,58140.0,286.5,36.71796249946261,61.85442212417115,0.004928,15.28,228,24690.0,20.55,3164.0,157.1,77.05,21530.0,175.0,36.71812593934037,61.85442613545324,0.008129,16.24,0.2779238335359308,471,18080.0,-14.99,-1695.0,134.5,90.0,19780.0,161.8,36.71814573072216,61.854345177734814,0.008182,15.0,0.4165960027347853
638,18950.0,85.64,9686.0,137.7,244.7,9263.0,280.7,36.71733357289491,61.85417164923244,0.03031,17.27,230,7551.0,21.87,3367.0,86.9,130.2,4184.0,156.5,36.71750143920554,61.85418078773875,0.03742,18.01,0.286959631229672,472,1881.0,-12.58,-1423.0,43.37,139.0,3304.0,145.6,36.717502679832336,61.85409691407781,0.04408,16.94,0.3935166972035424
644,33400.0,79.47,8988.0,182.8,154.7,24410.0,239.4,36.71704904039312,61.85388898021922,0.009807,16.22,231,12370.0,20.29,3123.0,111.2,93.16,9252.0,145.1,36.71720858624651,61.85389660478344,0.01568,17.15,0.2723272321430778,473,7479.0,-14.94,-1689.0,86.48,92.51,9168.0,126.6,36.71723970864083,61.85381237750801,0.01381,15.83,0.425312543470993
646,329100.0,100.9,11410.0,573.7,162.0,317700.0,596.1,36.71688640108701,61.89202107653777,0.001876,13.43,232,195100.0,33.28,5123.0,441.7,106.2,190000.0,454.3,36.71706538224373,61.89202577165116,0.002391,13.87,0.3040374235900381,474,103400.0,-4.425,-500.5,321.5,91.32,103900.0,334.2,36.71688903516158,61.89200092413206,0.003218,13.2,0.07268609044987871
658,21650.0,76.11,8608.0,147.2,87.95,13050.0,171.4,36.71600390786215,61.85863563321659,0.01314,16.9,234,4818.0,18.4,2833.0,69.41,59.0,1985.0,91.1,36.716136899430545,61.85863760068918,0.04589,18.82,0.22592208408244763,476,6536.0,-16.61,-1879.0,80.84,56.71,8415.0,98.75,36.71616953987001,61.858562542154985,0.01174,15.93,0.38513386059669746
668,24140.0,74.85,8465.0,155.4,139.7,15680.0,208.9,36.71498525697425,61.84492610695728,0.01333,16.7,236,8880.0,16.49,2539.0,94.23,82.82,6341.0,125.5,36.71514072209201,61.84493165307853,0.01978,17.56,0.2648413946484251,477,3804.0,-17.86,-2020.0,61.68,106.5,5824.0,123.1,36.71523418588238,61.84483075495687,0.02114,16.33,0.5446453647972899
673,40280.0,74.96,8478.0,200.7,92.67,31800.0,221.1,36.71456892489609,61.88485334921858,0.006951,15.93,237,16210.0,20.37,3136.0,127.3,61.84,13070.0,141.5,36.71474182077817,61.88486294750165,0.01083,16.78,0.2953430311123022,479,9835.0,-14.55,-1646.0,99.17,59.65,11480.0,115.7,36.714616626205384,61.88482472968883,0.01008,15.59,0.1310114979763029
705,24900.0,76.54,8657.0,157.8,105.5,16240.0,189.8,36.71232133754376,61.87621951561988,0.01168,16.66,239,7916.0,18.02,2774.0,88.97,66.42,5142.0,111.0,36.7124956921021,61.876227394102706,0.02159,17.79,0.2972291069963788,481,5452.0,-16.14,-1826.0,73.84,62.34,7278.0,96.64,36.71241088346372,61.87617081891532,0.01328,16.08,0.23199908710988648
714,80000.0,81.79,9250.0,282.8,125.6,70750.0,309.5,36.71163842313397,61.89413318767781,0.004374,15.07,240,26250.0,20.92,3220.0,162.0,87.09,23030.0,183.9,36.71181027606115,61.8941418769469,0.007987,16.16,0.29313088254344727,482,28000.0,-12.41,-1404.0,167.3,64.73,29410.0,179.4,36.71162768054662,61.894114657288306,0.006102,14.57,0.0691525817150588
718,51010.0,75.09,8493.0,225.8,112.5,42510.0,252.3,36.711198313587936,61.87113783450965,0.005935,15.62,242,11420.0,18.87,2905.0,106.9,72.33,8514.0,129.0,36.71136549963962,61.8711422812377,0.01516,17.24,0.28420640991065355,484,22340.0,-16.28,-1841.0,149.5,66.59,24180.0,163.6,36.711308446559286,61.87108143491241,0.006767,14.78,0.27597948450304005
736,22970.0,79.21,8959.0,151.5,111.3,14010.0,188.0,36.7103424638875,61.896467874228485,0.01342,16.82,245,5651.0,21.03,3238.0,75.18,78.77,2414.0,108.9,36.71051363206402,61.89648012389832,0.04511,18.61,0.2936042042929923,487,6806.0,-12.73,-1440.0,82.5,68.21,8246.0,107.0,36.71032013048366,61.89644740862399,0.01298,15.95,0.08284086055990315
737,15650.0,74.74,8453.0,125.1,95.15,7195.0,157.2,36.71023426412285,61.876829165463,0.02184,17.55,246,4922.0,19.12,2943.0,70.16,75.99,1979.0,103.4,36.710404121579224,61.87683052548085,0.05226,18.83,0.2882772592850839,488,1539.0,-15.56,-1760.0,39.23,72.52,3298.0,82.45,36.71030621459162,61.876774438617204,0.025,16.94,0.23178157216450154
749,14020.0,75.84,8578.0,118.4,96.8,5446.0,152.9,36.70939575182959,61.87033651355551,0.02809,17.85,247,5576.0,19.15,2949.0,74.67,72.36,2627.0,104.0,36.7095537686971,61.87034913358226,0.03958,18.52,0.2720206679870104,490,472.8,-16.69,-1887.0,21.74,71.64,2360.0,74.87,36.70949462486204,61.87027765666018,0.03172,17.31,0.2702913276110201
759,90400.0,78.78,8910.0,300.7,100.7,81490.0,317.1,36.708589143481426,61.86958722417631,0.003891,14.91,248,46720.0,21.69,3340.0,216.2,77.02,43380.0,229.5,36.70875984142411,61.86959451755294,0.005289,15.47,0.29091766368594696,491,24720.0,-15.17,-1716.0,157.2,74.61,26430.0,174.0,36.70871437965448,61.86952447238128,0.006584,14.68,0.3101910752578982
777,27130.0,72.05,8148.0,164.7,218.2,18980.0,273.4,36.70775140856181,61.872028152271646,0.0144,16.49,254,7672.0,13.28,2044.0,87.59,243.5,5628.0,258.8,36.707897776395676,61.87202499099542,0.04598,17.69,0.24867501796271205,496,3606.0,-11.11,-1256.0,60.05,175.1,4863.0,185.1,36.707841553727945,61.87195916505578,0.03806,16.52,0.29169647700697254
785,56640.0,73.59,8323.0,238.0,200.7,48320.0,311.3,36.707705140657,61.875549777655394,0.006443,15.48,253,11830.0,14.41,2218.0,108.8,253.2,9613.0,275.6,36.707868746119225,61.87555420546985,0.02867,17.11,0.2780952990991664,497,19210.0,-6.891,-779.4,138.6,108.6,19990.0,176.1,36.70778099670159,61.87548987518681,0.00881,14.99,0.25114787346046763
